"Mexico","20120710 13:00:00","Gross Domestic Product (MoM)","","","1.200  %","1"
"Mexico","20120710 13:00:00","Gross Domestic Product (YoY)","","","6.900  %","1"
"United States","20120710 14:00:00","IBD/TIPP Economic Optimism (MoM)",""," 46.900 "," 46.700 ","1"
"United Kingdom","20120710 14:00:00","NIESR GDP Estimate (3M)","","","0.100  %","2"
"Australia","20120710 23:00:00","RBA Deputy Governor Lowe Speaks","","","","2"
"Korea Republic of","20120710 23:00:00","Unemployment Rate","","","3.200  %","1"
"Japan","20120710 23:50:00","Domestic Corporate Goods Price Index (YoY)","","-1.000  %","-0.500  %","2"
"Japan","20120710 23:50:00","Domestic Corporate Goods Price Index (MoM)","","-0.400  %","-0.400  %","1"
"Japan","20120710 23:50:00","Tertiary Industry Index (MoM)","","0.200  %","-0.300  %","2"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20120711 00:30:00","Westpac Consumer Confidence","3.700  %","","0.300  %","1"
"Australia","20120711 01:30:00","Home Loans","-1.200  %","0.700  %","0.500  %","2"
"Australia","20120711 01:30:00","Investment Lending for Homes","-4.600  %","","1.700  %","1"
"Korea Republic of","20120711 03:00:00","Money Supply Growth"," 9.200 ",""," 8.600 ","1"
"Germany","20120711 06:00:00","Consumer Price Index (YoY)","","1.700  %","1.900  %","3"
"Germany","20120711 06:00:00","Consumer Price Index (MoM)","","-0.100  %","-0.200  %","2"
"Germany","20120711 06:00:00","Harmonised Index of Consumer Prices (MoM)","","-0.200  %","-0.200  %","2"
"Germany","20120711 06:00:00","Harmonised Index of Consumer Prices (YoY)","","2.000  %","2.200  %","3"
"Japan","20120711 06:00:00","Machine Tool Orders (YoY)","","","0.400  %","2"
"France","20120711 06:45:00","Current Account","","","€ -4.200 ","1"
"Czech Republic","20120711 07:00:00","Consumer Price Index (MoM)","","","0.200  %","1"
"Hungary","20120711 07:00:00","Consumer Price Index (YoY)","","","5.300  %","1"
"Czech Republic","20120711 07:00:00","Consumer Price Index (YoY)","","","3.200  %","1"
"Hungary","20120711 07:00:00","Core Consumer Price Index (YoY)","","","4.800  %","1"
"Turkey","20120711 07:00:00","Current Account Balance","","","$ -4.960 ","1"
"Czech Republic","20120711 07:00:00","Unemployment Rate","","","8.200  %","1"
"Portugal","20120711 09:00:00","Consumer Price Index (MoM)","","","-0.400  %","1"
"Portugal","20120711 09:00:00","Consumer Price Index (YoY)","","","2.700  %","1"
"Germany","20120711 09:00:00","German 10-y Bond Auction","","","1.520  %","2"
"South Africa","20120711 09:30:00","Business Confidence Index","",""," 92.800 ","1"
"United States","20120711 11:00:00","MBA Mortgage Applications","","","-6.700  %","1"
"India","20120711 11:30:00","M3 Money Supply","","","13.800  %","1"
"Brazil","20120711 12:00:00","Retail Sales","","","0.800  %","1"
"Canada","20120711 12:30:00","International Merchandise Trade","","$ -0.380 ","$ -0.370 ","1"
"United States","20120711 12:30:00","Trade Balance","","$ -48.400 ","$ -50.060 ","2"
"United States","20120711 14:00:00","Wholesale Inventories","","0.300  %","0.600  %","1"
"United States","20120711 14:30:00","EIA Crude Oil Stocks change",""," -1.100 "," -4.270 ","1"
"United States","20120711 17:00:00","10-Year Note Auction","","","1.622  %","2"
"United States","20120711 18:00:00","FOMC Minutes","","","","3"
"Brazil","20120711 18:00:00","Interest Rate Decision","","","","1"
"New Zealand","20120711 21:30:00","Business NZ PMI","",""," 55.700 ","2"
"New Zealand","20120711 22:45:00","Food Price Index (MoM)","","","0.300  %","1"
"Japan","20120711 23:50:00","Foreign bond investment","","","¥ 1,340.700 ","1"
"Japan","20120711 23:50:00","Foreign investment in Japan stocks","","","¥ -50.000 ","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20120712 00:00:00","Central Bank Reserves $","","","$ 512.900 ","1"
"Australia","20120712 00:00:00","RBA Deputy Governor Lowe Speaks","","","","1"
"Korea Republic of","20120712 01:00:00","BoK Interest Rate Decision","","","3.250  %","1"
"Australia","20120712 01:00:00","Consumer Inflation Expectation","","","3.100  %","1"
"Australia","20120712 01:30:00","Unemployment Rate s.a.","","5.200  %","5.100  %","3"
"Australia","20120712 01:30:00","Employment Change s.a.",""," 0.000 "," 38.900 ","3"
"Japan","20120712 03:00:00","BoJ Interest Rate Decision","","0.100  %","0.100  %","3"
"Japan","20120712 04:00:00","BoJ Monetary Policy Statement and press conference","","","","3"
"France","20120712 05:30:00","Consumer Price Index (EU norm) final (YoY)","","","2.000  %","1"
"France","20120712 05:30:00","Consumer Price Index (EU norm) final (MoM)","","-0.100  %","-0.100  %","1"
"France","20120712 05:30:00","Inflation ex-tobacco (MoM)","","","-0.100  %","1"
"India","20120712 05:30:00","Cumulative Industrial Output","","","","1"
"India","20120712 05:30:00","Industrial Output","","","0.100  %","1"
"India","20120712 05:30:00","Manufacturing Output","","","0.100  %","1"
"Germany","20120712 06:00:00","Wholesale Price Index (MoM)","","-0.700  %","-0.700  %","1"
"Germany","20120712 06:00:00","Wholesale Price Index (YoY)","","1.500  %","1.700  %","1"
"Sweden","20120712 07:30:00","Consumer Price Index (MoM)","","","-0.100  %","1"
"Sweden","20120712 07:30:00","Consumer Price Index (YoY)","","","1.000  %","1"
"Netherlands","20120712 07:30:00","Retail Sales (YoY)","",""," -8.700 ","1"
"European Monetary Union","20120712 08:00:00","ECB Monthly Report","","","","3"
"United Kingdom","20120712 09:00:00","10-y Bond Auction","","","1.920  %","2"
"European Monetary Union","20120712 09:00:00","Industrial Production w.d.a. (YoY)","","-3.300  %","-2.300  %","2"
"European Monetary Union","20120712 09:00:00","Industrial Production s.a. (MoM)","","0.000  %","-0.800  %","1"
"Greece","20120712 09:00:00","Unemployment Rate (MoM)","","","21.900  %","1"
"Ireland","20120712 10:00:00","Consumer Price Index (MoM)","","","","1"
"Ireland","20120712 10:00:00","Consumer Price Index (YoY)","","","","1"
"Ireland","20120712 10:00:00","Gross Domestic Product (QoQ)","",""," -0.200 ","1"
"Ireland","20120712 10:00:00","Gross Domestic Product (YoY)","",""," 0.700 ","1"
"Ireland","20120712 10:00:00","HICP (MoM)","","","0.000  %","1"
"Ireland","20120712 10:00:00","HICP (YoY)","","","1.900  %","1"
"South Africa","20120712 11:00:00","Manufacturing Production Index (YoY)","","","1.200  %","1"
"United States","20120712 12:30:00","Import Price Index (MoM)","","-1.700  %","-1.000  %","1"
"United States","20120712 12:30:00","Export Price Index (MoM)","","-0.300  %","-0.400  %","1"
"United States","20120712 12:30:00","Export Price Index (YoY)","","","-0.100  %","1"
"United States","20120712 12:30:00","Import Price Index (YoY)","","","-0.300  %","1"
"United States","20120712 12:30:00","Initial Jobless Claims",""," 372.000 "," 374.000 ","1"
"United States","20120712 12:30:00","Continuing Jobless Claims",""," 3.300 "," 3.306 ","1"
"Canada","20120712 12:30:00","New Housing Price Index (MoM)","","0.200  %","0.200  %","1"
"Canada","20120712 12:30:00","New Housing Price Index (YoY)","","2.200  %","2.500  %","1"
"Mexico","20120712 13:00:00","Industrial Output (MoM)","","","0.700  %","1"
"Mexico","20120712 13:00:00","Industrial Output (YoY)","","","3.600  %","1"
"European Monetary Union","20120712 16:00:00","ECB President Draghi's Speech","","","","2"
"United States","20120712 17:00:00","30-Year Bond Auction","","","2.720  %","1"
"United States","20120712 18:00:00","Monthly Budget Statement",""," -75.000 "," -124.600 ","2"
"United States","20120712 19:40:00","FOMC Member Williams speech","","","","2"
"Korea Republic of","20120712 21:00:00","Export Price Growth (YoY)","","","1.300  %","1"
"Korea Republic of","20120712 21:00:00","Import Price Growth (YoY)","","","-5.400  %","1"
"country","date","name","actual","consensus","previous","volatility"
"Singapore","20120713 00:00:00","Gross Domestic Product (QoQ)","","","","1"
"Singapore","20120713 00:00:00","Gross Domestic Product (YoY)","","","","1"
"China","20120713 02:00:00","Gross Domestic Product (QoQ)","","1.700  %","1.800  %","2"
"China","20120713 02:00:00","Gross Domestic Product (YoY)","","7.600  %","8.100  %","2"
"China","20120713 02:00:00","Industrial Production (YoY)","","9.800  %","9.600  %","2"
"China","20120713 02:00:00","Retail Sales (YoY)","","13.600  %","13.800  %","2"
"Japan","20120713 04:30:00","Industrial Production (YoY)","","-3.100  %","-0.200  %","2"
"Japan","20120713 04:30:00","Capacity Utilization","","","-0.600  %","1"
"Japan","20120713 04:30:00","Industrial Production (MoM)","","","-0.200  %","1"
"Japan","20120713 05:00:00","Bank of Japan Monthly Economic Survey","","","","2"
"Singapore","20120713 05:00:00","Retail Sales (MoM)","","","","1"
"Singapore","20120713 05:00:00","Retail Sales (YoY)","","","","1"
"Spain","20120713 07:00:00","Consumer Price Index (YoY)","","1.900  %","1.900  %","1"
"Finland","20120713 07:00:00","Consumer Price Index (YoY)","","","3.100  %","1"
"Spain","20120713 07:00:00","Consumer Price Index (MoM)","","-0.200  %","-0.100  %","1"
"Spain","20120713 07:00:00","HICP (MoM)","","-0.300  %","-0.200  %","1"
"Spain","20120713 07:00:00","HICP (YoY)","","1.800  %","1.900  %","1"
"Slovakia","20120713 07:00:00","Core Inflation (MoM)","","","0.200  %","1"
"Slovakia","20120713 07:00:00","Core Inflation (YoY)","","","2.200  %","1"
"Slovakia","20120713 07:00:00","Headline Inflation (MoM)","","","0.100  %","1"
"Slovakia","20120713 07:00:00","Headline Inflation (YoY)","","","3.400  %","1"
"Hungary","20120713 07:00:00","Industrial Output (YoY)","","","-3.100  %","1"
"Switzerland","20120713 07:15:00","Producer and Import Prices (MoM)","","-0.400  %","-0.200  %","1"
"Switzerland","20120713 07:15:00","Producer and Import Prices (YoY)","","-2.200  %","-2.300  %","1"
"India","20120713 08:00:00","Bank Loan Growth","","","17.800  %","1"
"Turkey","20120713 08:00:00","Budget Balance","",""," 4.590 ","1"
"Italy","20120713 08:00:00","Consumer Price Index (YoY)","","3.300  %","3.200  %","1"
"Italy","20120713 08:00:00","Consumer Price Index (EU Norm) (MoM)","","0.200  %","0.000  %","1"
"Italy","20120713 08:00:00","Consumer Price Index (EU Norm) (YoY)","","3.300  %","3.500  %","1"
"Italy","20120713 08:00:00","Consumer Price Index (MoM)","","0.200  %","0.000  %","1"
"Czech Republic","20120713 08:00:00","Current Account (MoM)","",""," 5.270 ","1"
"Italy","20120713 09:00:00","Italian 3-y Bond Auction","","","5.300  %","1"
"India","20120713 11:30:00","FX Reserves, USD","","","$ 289.990 ","1"
"Argentina","20120713 12:00:00","Consumer Price Index (MoM)","","","0.800  %","1"
"Poland","20120713 12:00:00","Consumer Price Index (MoM)","","","0.200  %","1"
"Poland","20120713 12:00:00","Consumer Price Index (YoY)","","","3.600  %","1"
"Poland","20120713 12:00:00","Current Account","","","€ -573.000 ","1"
"Poland","20120713 12:00:00","M3 Money Supply (YoY)","","","11.400  %","1"
"United States","20120713 12:30:00","Producer Price Index (YoY)","","0.200  %","0.700  %","2"
"United States","20120713 12:30:00","Producer Price Index (MoM)","","-0.500  %","-1.000  %","1"
"United States","20120713 12:30:00","Producer Price Index ex Food & Energy (MoM)","","0.200  %","0.200  %","1"
"United States","20120713 12:30:00","Producer Price Index ex Food & Energy (YoY)","","2.600  %","2.700  %","2"
"United States","20120713 13:55:00","Reuters/Michigan Consumer Sentiment Index",""," 73.400 "," 73.200 ","3"
"United States","20120713 17:20:00","Fed's Lockhart speech","","","","1"
"Peru","20120713 20:00:00","Trade balance","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"country","date","name","actual","consensus","previous","volatility"
"China","20120715 00:00:00","Foreign Exchange Reserves (QoQ)","","¥ 3.359 ","¥ 3.180 ","2"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20120716 n/a:00","Marine Day","","","","0"
"United Kingdom","20120716 00:01:00","Rightmove House Price Index (MoM)","-1.700  %","","1.000  %","1"
"India","20120716 06:30:00","WPI Inflation","","","7.550  %","1"
"Turkey","20120716 07:00:00","3mth quarterly jobless average","","","9.900  %","1"
"Turkey","20120716 07:00:00","Consumer Confidence","",""," 92.100 ","1"
"Slovakia","20120716 07:00:00","EU Norm Inflation (MoM)","","","0.100  %","1"
"Slovakia","20120716 07:00:00","EU Norm Inflation (YoY)","","","3.400  %","1"
"Switzerland","20120716 07:15:00","Industrial Production (QoQ)","","-8.100  %","7.900  %","2"
"Switzerland","20120716 07:15:00","Industrial Production (YoY)","","0.000  %","-2.000  %","2"
"Italy","20120716 08:00:00","Global Trade Balance","","","€ -0.202 ","1"
"Italy","20120716 08:00:00","Trade Balance EU","","","€ 0.702 ","1"
"Austria","20120716 08:00:00","HICP (MoM)","",""," -0.100 ","1"
"Austria","20120716 08:00:00","HICP (YoY)","",""," 2.300 ","1"
"Norway","20120716 08:00:00","Trade Balance","",""," 35.500 ","1"
"European Monetary Union","20120716 09:00:00","Consumer Price Index (YoY)","","2.400  %","2.400  %","3"
"European Monetary Union","20120716 09:00:00","Consumer Price Index - Core (YoY)","","1.600  %","1.600  %","3"
"European Monetary Union","20120716 09:00:00","Consumer Price Index (MoM)","","0.000  %","-0.100  %","2"
"European Monetary Union","20120716 09:00:00","Trade Balance s.a.","","€ 5.000 ","€ 6.200 ","1"
"European Monetary Union","20120716 09:00:00","Trade Balance n.s.a.","","€ 2.000 ","€ 5.200 ","1"
"Canada","20120716 12:30:00","Canadian portfolio investment in foreign securities","","","$ 2.680 ","1"
"Canada","20120716 12:30:00","Foreign portfolio investment in Canadian securities","","","$ 10.160 ","1"
"United States","20120716 12:30:00","NY Empire State Manufacturing Index",""," 2.800 "," 2.290 ","1"
"United States","20120716 12:30:00","Retail Sales (MoM)","","0.100  %","-0.200  %","3"
"United States","20120716 12:30:00","Retail Sales ex Autos (MoM)","","0.000  %","-0.400  %","2"
"United States","20120716 14:00:00","Business Inventories","","0.200  %","0.400  %","2"
"New Zealand","20120716 22:45:00","Consumer Price Index (QoQ)","","0.500  %","0.500  %","2"
"United States","20120716 23:30:00","Fed's George Speech","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20120717 00:00:00","Producer Price Index (MoM)","","","-2.400  %","1"
"Russia","20120717 00:00:00","Producer Price Index (YoY)","","","3.100  %","1"
"Russia","20120717 00:00:00","Unemployment Rate","","","5.400  %","1"
"Australia","20120717 01:30:00","New Motor Vehicle Sales (MoM)","","","2.400  %","1"
"Australia","20120717 01:30:00","New Motor Vehicle Sales (YoY)","","","22.400  %","1"
"Australia","20120717 01:30:00","RBA Meeting's Minutes","","","","3"
"United Kingdom","20120717 08:30:00","Consumer Price Index (YoY)","","2.800  %","2.800  %","3"
"United Kingdom","20120717 08:30:00","Consumer Price Index (MoM)","","-0.100  %","-0.100  %","2"
"United Kingdom","20120717 08:30:00","Core Consumer Price Index (YoY)","","","2.200  %","3"
"United Kingdom","20120717 08:30:00","DCLG House Price Index (YoY)","","","1.400  %","1"
"United Kingdom","20120717 08:30:00","Retail Price Index (YoY)","","3.000  %","3.100  %","2"
"United Kingdom","20120717 08:30:00","Retail Price Index (MoM)","","0.000  %","0.000  %","1"
"United Kingdom","20120717 09:00:00","BOE Inflation Letter","","","","2"
"United Kingdom","20120717 09:00:00","BoE's Governor King Speech","","","","2"
"Germany","20120717 09:00:00","ZEW Survey - Economic Sentiment",""," -20.000 "," -16.900 ","3"
"Germany","20120717 09:00:00","ZEW Survey - Current Situation",""," 30.500 "," 33.200 ","2"
"European Monetary Union","20120717 09:00:00","ZEW Survey - Economic Sentiment",""," -18.300 "," -20.100 ","2"
"All","20120717 09:15:00","G7 Meeting","","","","3"
"Poland","20120717 12:00:00","Corporate Sector Wages","","","3.800  %","1"
"Poland","20120717 12:00:00","Unemployment (MoM)","","","12.600  %","1"
"United States","20120717 12:30:00","Consumer Price Index (YoY)","","1.600  %","1.700  %","3"
"United States","20120717 12:30:00","Consumer Price Index (MoM)","","0.000  %","-0.300  %","2"
"United States","20120717 12:30:00","Consumer Price Index Ex Food & Energy (MoM)","","0.200  %","0.200  %","2"
"United States","20120717 12:30:00","Consumer Price Index Ex Food & Energy (YoY)","","2.200  %","2.300  %","3"
"Canada","20120717 12:30:00","Manufacturing Shipments (MoM)","","0.600  %","-0.800  %","1"
"Canada","20120717 13:00:00","BoC Interest Rate Decision","","1.000  %","1.000  %","3"
"United States","20120717 13:00:00","Net Long-Term TIC Flows","","","$ 25.600 ","2"
"United States","20120717 13:00:00","Total Net TIC Flows","","","$ -20.500 ","1"
"United States","20120717 13:15:00","Industrial Production (MoM)","","","-0.100  %","2"
"United States","20120717 13:15:00","Capacity Utilization","","79.200  %","79.000  %","1"
"United States","20120717 14:00:00","Fed's Bernanke testifies","","","","3"
"United States","20120717 14:00:00","NAHB Housing Market Index",""," 30.000 "," 29.000 ","1"
"United States","20120717 17:15:00","FOMC Member Pianalto Speaks","","","","1"
"Colombia","20120717 18:00:00","Trade Balance","","","","1"
"Japan","20120717 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","3"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20120718 00:30:00","Westpac Leading Index (MoM)","","","0.500  %","1"
"China","20120718 04:30:00","House Price Index ","","","-1.500  %","1"
"Japan","20120718 06:00:00","Machine Tool Orders (YoY)","","","-3.000  %","2"
"Czech Republic","20120718 07:00:00","Producer Price Index (MoM)","","","0.000  %","1"
"Czech Republic","20120718 07:00:00","Producer Price Index (YoY)","","","1.700  %","1"
"South Africa","20120718 08:00:00","Consumer Price Index (MoM)","","","0.100  %","1"
"South Africa","20120718 08:00:00","Consumer Price Index (YoY)","","","5.700  %","1"
"United Kingdom","20120718 08:30:00","Bank of England Minutes","","","","3"
"United Kingdom","20120718 08:30:00","Claimant Count Change",""," 5.000 "," 8.100 ","3"
"United Kingdom","20120718 08:30:00","Average Earnings excluding Bonus (3Mo/Yr)","","1.900  %","1.800  %","1"
"United Kingdom","20120718 08:30:00","Average Earnings including Bonus (3Mo/Yr)","","1.400  %","1.400  %","2"
"United Kingdom","20120718 08:30:00","Claimant Count Rate","","4.900  %","4.900  %","2"
"United Kingdom","20120718 08:30:00","ILO Unemployment Rate (3M)","","8.200  %","8.200  %","2"
"European Monetary Union","20120718 09:00:00","Construction Output  s.a (MoM)","","","11.400  %","1"
"European Monetary Union","20120718 09:00:00","Construction Output w.d.a (YoY)","","","-2.700  %","1"
"Switzerland","20120718 09:00:00","ZEW Survey - Expectations","",""," -43.400 ","2"
"United States","20120718 11:00:00","MBA Mortgage Applications","","","-2.100  %","1"
"South Africa","20120718 11:00:00","Retail Sales (YoY)","","","1.000  %","1"
"Poland","20120718 12:00:00","Industrial Output (YoY)","","","4.600  %","1"
"Poland","20120718 12:00:00","Producer Price Index (YoY)","","","5.000  %","1"
"United States","20120718 12:30:00","Building Permits (MoM)",""," 0.765 "," 0.784 ","2"
"United States","20120718 12:30:00","Housing Starts (MoM)",""," 0.745 "," 0.708 ","1"
"United States","20120718 14:00:00","Fed's Bernanke testifies","","","","3"
"Canada","20120718 14:30:00","Bank of Canada Monetary Policy Report","","","","3"
"United States","20120718 14:30:00","EIA Crude Oil Stocks change",""," -0.500 "," -4.696 ","1"
"United States","20120718 18:00:00","Fed's Beige Book","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20120719 00:00:00","Central Bank Reserves $","","","$ 511.400 ","1"
"Portugal","20120719 00:00:00","Current Account Balance","","","€ -1.413 ","1"
"Australia","20120719 01:30:00","RBA Foreign Exchange Transaction","",""," 589.000 ","1"
"Japan","20120719 04:30:00","All Industry Activity Index (MoM)","","-0.300  %","0.100  %","2"
"Japan","20120719 05:00:00","Leading Economic Index","",""," 95.600 ","2"
"Japan","20120719 05:00:00","Coincident Index","",""," 97.000 ","1"
"Switzerland","20120719 06:00:00","Trade Balance",""," 2.000 "," 2.484 ","2"
"Switzerland","20120719 06:00:00","Exports (MoM)","",""," 17.538 ","1"
"Switzerland","20120719 06:00:00","Imports (MoM)","",""," 15.054 ","1"
"Hungary","20120719 07:00:00","Gross Wages (YoY)","","","2.500  %","1"
"Netherlands","20120719 07:30:00","Consumer Confidence Adj","",""," -40.000 ","1"
"Netherlands","20120719 07:30:00","Unemployment Rate s.a (3M)","","","6.200  %","1"
"European Monetary Union","20120719 08:00:00","Current Account s.a","","","€ 4.600 ","1"
"European Monetary Union","20120719 08:00:00","Current Account n.s.a","","€ -6.000 ","€ 1.600 ","1"
"Italy","20120719 08:00:00","Industrial Orders n.s.a (YoY)","","","-12.300  %","1"
"Italy","20120719 08:00:00","Industrial Orders s.a (MoM)","","","-1.900  %","1"
"Italy","20120719 08:00:00","Industrial Sales n.s.a. (YoY)","","","-4.100  %","1"
"Italy","20120719 08:00:00","Industrial Sales s.a. (MoM)","","","-0.500  %","1"
"United Kingdom","20120719 08:30:00","Retail Sales (YoY)","","2.400  %","2.400  %","2"
"United Kingdom","20120719 08:30:00","Retail Sales (MoM)","","0.600  %","1.400  %","1"
"United Kingdom","20120719 08:30:00","Retail Sales ex-Fuel (MoM)","","0.400  %","0.900  %","1"
"United Kingdom","20120719 08:30:00","Retail Sales ex-Fuel (YoY)","","2.600  %","3.000  %","2"
"Hong Kong SAR","20120719 08:30:00","Unemployment rate","","","3.200  %","1"
"European Monetary Union","20120719 09:00:00","ECB mid-month meeting","","","","3"
"Spain","20120719 09:30:00","Spanish 10-y Obligaciones Auction","","","6.430  %","1"
"United States","20120719 12:30:00","Initial Jobless Claims",""," 365.000 "," 350.000 ","1"
"United States","20120719 12:30:00","Continuing Jobless Claims",""," 3.299 "," 3.304 ","1"
"Canada","20120719 12:30:00","Wholesale Sales (MoM)","","0.200  %","1.500  %","1"
"Belgium","20120719 13:00:00","Consumer Confidence Index","",""," -10.000 ","1"
"Mexico","20120719 13:00:00","Retail Sales (MoM)","","","0.900  %","1"
"Mexico","20120719 13:00:00","Retail Sales (YoY)","","","2.500  %","1"
"South Africa","20120719 13:00:00","SARB Interest Rate Decision","","","5.500  %","1"
"Turkey","20120719 13:00:00","TCMB Interest Rate Decision","","","5.750  %","1"
"United States","20120719 14:00:00","Existing Home Sales Change","","1.100  %","-1.500  %","2"
"United States","20120719 14:00:00","Existing Home Sales (MoM)",""," 4.630 "," 4.550 ","1"
"United States","20120719 14:00:00","Leading Indicator (MoM)","","-0.100  %","0.300  %","2"
"United States","20120719 14:00:00","Philadelphia Fed Manufacturing Survey",""," -8.000 "," -16.600 ","2"
"Colombia","20120719 18:00:00","Industrial ouput (YoY)","","","","1"
"New Zealand","20120719 22:45:00","Visitor Arrivals (YoY)","","","0.100  %","1"
"Australia","20120719 23:15:00","RBA Assistant Governor Kent Speaks","","","","2"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20120720 00:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"Colombia","20120720 n/a:00","Independence Day","","","","0"
"Qatar","20120720 n/a:00","Ramadan","","","","0"
"Australia","20120720 01:30:00","Import Price Index (QoQ)","","1.500  %","-1.200  %","1"
"Australia","20120720 01:30:00","Export Price Index (QoQ)","","0.500  %","-7.000  %","1"
"Germany","20120720 06:00:00","Producer Price Index (YoY)","","1.800  %","2.100  %","3"
"Germany","20120720 06:00:00","Producer Price Index (MoM)","","-0.200  %","-0.300  %","2"
"Denmark","20120720 07:00:00","Retail Sales (YoY)","","","-6.400  %","1"
"Netherlands","20120720 07:30:00","Consumer Spending Volume","","","-2.000  %","1"
"United Kingdom","20120720 08:30:00","Public Sector Net Borrowing","","£ 11.000 ","£ 15.580 ","2"
"European Monetary Union","20120720 09:00:00","European Council meeting","","","","2"
"Slovakia","20120720 09:00:00","Unemployment Rate","","","13.190  %","1"
"All","20120720 11:00:00","Finnish parliament votes on the Spanish bailout ","","","","2"
"India","20120720 11:30:00","FX Reserves, USD","","","$ 287.620 ","1"
"Poland","20120720 12:00:00","Net Inflation","","","2.300  %","1"
"Canada","20120720 12:30:00","Consumer Price Index (YoY)","","1.800  %","1.200  %","3"
"Canada","20120720 12:30:00","Bank of Canada Consumer Price Index Core (MoM)","","-0.100  %","0.200  %","2"
"Canada","20120720 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","2.300  %","1.800  %","3"
"Canada","20120720 12:30:00","Consumer Price Index - Core (MoM)","",""," 0.200 ","1"
"Canada","20120720 12:30:00","Consumer Price Index (MoM)","","-0.200  %","-0.100  %","2"
"Mexico","20120720 13:00:00","Jobless Rate","","","4.830  %","1"
"Mexico","20120720 13:00:00","Jobless Rate s.a","","","4.970  %","1"
"United States","20120720 14:00:00","American Petroleum Institute Monthly Report ","","","","1"
"Mexico","20120720 14:00:00","Central Bank Interest Rate","","","4.500  %","1"
"country","date","name","actual","consensus","previous","volatility"
"country","date","name","actual","consensus","previous","volatility"
"country","date","name","actual","consensus","previous","volatility"
"Australia","20120723 01:30:00","Producer Price Index (QoQ)","","0.300  %","-0.300  %","2"
"Australia","20120723 01:30:00","Producer Price Index (YoY)","","1.000  %","1.400  %","2"
"Switzerland","20120723 07:00:00","Monthly Statistical Bulletin","","","","1"
"United States","20120723 12:30:00","Chicago Fed National Activity Index ","",""," -0.450 ","1"
"European Monetary Union","20120723 14:00:00","Consumer Confidence",""," -20.000 "," -1.000 ","2"
"country","date","name","actual","consensus","previous","volatility"
"China","20120724 02:30:00","HSBC Manufacturing PMI","",""," 48.200 ","1"
"Australia","20120724 03:05:00","RBA's Governor Glenn Stevens Speech","","","","2"
"Netherlands","20120724 06:00:00","Business Confidence","",""," -4.800 ","1"
"Finland","20120724 06:00:00","Export Prices (YoY)","","","-0.400  %","1"
"Finland","20120724 06:00:00","Import Prices (YoY)","","","3.100  %","1"
"Finland","20120724 06:00:00","Producer Price Index (YoY)","","","0.900  %","1"
"Finland","20120724 06:00:00","Unemployment Rate","","","7.500  %","1"
"France","20120724 06:58:00","Markit Manufacturing PMI",""," 45.600 "," 48.700 ","1"
"France","20120724 06:58:00","Markit Services PMI",""," 47.700 "," 47.900 ","1"
"Hungary","20120724 07:00:00","Retail Sales (YoY)","","","-2.700  %","1"
"Germany","20120724 07:28:00","Markit Manufacturing PMI",""," 45.300 "," 45.200 ","2"
"Germany","20120724 07:28:00","Markit Services PMI",""," 50.100 "," 49.900 ","2"
"European Monetary Union","20120724 07:58:00","Markit Manufacturing PMI",""," 45.300 "," 45.100 ","2"
"European Monetary Union","20120724 07:58:00","Markit PMI Composite",""," 46.400 "," 46.400 ","2"
"European Monetary Union","20120724 07:58:00","Markit Services PMI",""," 47.300 "," 47.100 ","2"
"United Kingdom","20120724 08:30:00","BBA Mortgage Approvals",""," 31.400 "," 30.200 ","2"
"Spain","20120724 08:30:00","Spanish 3-Month Letras Auction","","","2.362  %","1"
"Spain","20120724 08:30:00","Spanish 6-Month Letras Auction","","","3.237  %","1"
"All","20120724 09:00:00","Troika visits Greece","","","","3"
"Canada","20120724 12:30:00","Retail Sales (MoM)","","0.300  %","-0.500  %","2"
"Canada","20120724 12:30:00","Retail Sales ex Autos (MoM)","","0.200  %","-0.300  %","1"
"United States","20120724 12:58:00","Markit Manufacturing PMI",""," 52.100 "," 52.500 ","2"
"Mexico","20120724 13:00:00","1st half-month Core Inflation","","","0.100  %","1"
"Mexico","20120724 13:00:00","1st half-month Inflation","","","0.240  %","1"
"Hungary","20120724 13:00:00","MNB Interest Rate Decision","","","7.000  %","1"
"Brazil","20120724 13:30:00","Current Account","","","$ -3.468 ","1"
"United States","20120724 14:00:00","Housing Price Index (MoM)","","0.600  %","0.800  %","1"
"United States","20120724 14:00:00","Richmond Fed Manufacturing Index",""," 0.000 "," -3.000 ","1"
"Austria","20120724 22:00:00","Industrial Production (YoY)","","","0.400  %","1"
"New Zealand","20120724 22:45:00","Trade Balance (MoM)",""," 20.000 "," 301.000 ","2"
"New Zealand","20120724 22:45:00","Exports","","$ 3.840 ","$ 4.420 ","1"
"New Zealand","20120724 22:45:00","Imports","","$ 3.740 ","$ 4.110 ","1"
